0	32
0	20
0	21
0	22
0	23
0	24
0	25
0	26
0	27
0	28
0	29
0	30
0	31
1	33
2	34
2	35
2	36
2	37
2	38
2	39
2	40
2	41
2	42
2	43
2	24
3	44
3	45
3	46
3	47
3	48
3	49
3	50
3	51
3	52
3	53
3	54
3	55
3	56
3	57
4	64
4	65
4	66
4	67
4	68
4	69
4	70
4	71
4	58
4	59
4	60
4	61
4	62
4	63
5	72
5	73
5	74
5	75
5	76
5	77
5	78
5	79
5	80
5	81
6	66
6	72
6	75
6	82
6	83
6	84
6	85
6	86
6	87
6	88
6	89
6	90
6	91
6	92
7	96
7	97
7	98
7	99
7	100
7	101
7	102
7	103
7	93
7	94
7	95
8	104
8	105
8	106
8	107
8	44
8	108
8	109
8	110
8	111
8	112
8	113
8	51
8	114
8	55
9	79
9	115
9	116
9	117
9	87
10	96
10	100
10	43
10	118
10	119
10	120
10	121
10	122
10	123
10	124
10	125
10	126
11	128
11	129
11	130
11	131
11	132
11	133
11	134
11	135
11	136
11	137
11	74
11	79
11	80
11	55
11	87
11	127
12	138
12	139
12	140
12	141
12	142
12	143
12	144
12	145
12	146
12	147
12	148
12	149
12	150
12	151
12	152
12	153
13	160
13	161
13	162
13	163
13	164
13	165
13	166
13	53
13	154
13	155
13	156
13	157
13	158
13	159
14	131
14	167
14	168
14	169
14	170
14	171
14	172
14	173
14	174
14	175
14	176
14	177
14	178
14	179
14	180
14	181
14	182
14	183
14	98
15	133
15	137
15	78
15	79
15	184
15	185
15	186
15	187
16	192
16	193
16	194
16	36
16	52
16	188
16	189
16	190
16	191
17	195
17	196
17	36
17	197
17	198
17	199
17	200
17	201
18	130
18	132
18	135
18	74
18	202
18	203
18	204
18	205
18	79
18	206
18	177
18	207
18	184
18	185
19	102
19	208
19	209
19	210
19	211
19	212
19	213
19	214
19	215
19	216
19	217
19	218
19	219
19	220
19	125
20	224
20	225
20	34
20	226
20	36
20	227
20	228
20	229
20	109
20	52
20	221
20	222
20	223
21	230
21	231
21	232
21	233
21	74
21	234
21	235
21	236
21	110
22	130
22	135
22	72
22	73
22	74
22	75
22	237
22	238
22	79
22	80
22	239
22	87
22	88
23	3
23	240
23	241
23	242
23	243
23	244
23	245
23	246
23	247
23	248
23	249
23	250
23	251
24	34
24	40
24	137
24	104
24	80
24	187
24	252
24	253
24	254
24	255
25	256
25	257
25	258
25	259
25	260
25	261
25	262
25	263
25	264
25	265
25	26
25	28
26	130
26	135
26	266
26	77
26	47
26	80
26	185
27	133
27	171
27	267
27	268
27	269
27	79
27	270
27	115
27	55
28	227
28	265
28	13
28	271
28	272
28	273
28	274
28	275
28	276
28	277
28	155
28	254
29	96
29	44
29	210
29	52
29	278
29	279
29	280
29	281
29	282
29	283
29	221
30	288
30	289
30	34
30	290
30	291
30	165
30	40
30	42
30	285
30	284
30	253
30	286
30	287
31	159
31	36
31	292
31	293
31	294
31	295
31	296
31	297
31	52
31	221
31	191
32	298
32	299
32	300
33	199
33	267
33	301
33	302
33	47
33	208
33	303
33	210
33	304
33	305
34	164
34	306
34	307
34	308
34	309
34	310
34	311
34	312
34	313
34	314
34	315
34	316
34	317
34	318
35	119
35	293
35	118
35	55
36	320
36	321
36	322
36	323
36	324
36	325
36	6
36	326
36	327
36	328
36	319
37	329
37	330
37	331
37	332
37	333
37	334
37	15
37	335
37	336
37	337
37	338
37	339
37	340
37	341
37	342
37	344
37	345
37	343
38	346
38	241
38	250
38	347
38	348
38	349
38	350
38	351
39	96
39	352
39	353
39	354
39	355
39	133
39	41
39	45
39	55
39	252
40	96
40	196
40	261
40	70
40	356
40	357
40	358
40	359
40	360
40	361
40	46
40	80
40	22
40	118
40	24
40	155
41	34
41	36
41	7
41	362
41	109
41	250
41	191
42	135
42	74
42	171
42	202
42	204
42	363
42	79
42	364
42	81
42	365
42	366
42	367
42	368
42	369
42	87
42	370
42	371
42	372
43	376
43	134
43	171
43	363
43	79
43	80
43	373
43	374
43	87
43	184
43	185
43	375
44	377
44	74
44	77
44	79
44	115
44	184
44	185
44	378
44	254
44	127
45	66
45	145
45	381
45	52
45	379
45	380
45	61
45	254
46	384
46	385
46	386
46	73
46	74
46	78
46	16
46	54
46	382
46	383
47	387
47	36
47	37
47	293
47	356
47	388
47	105
47	389
47	390
47	391
47	392
47	46
47	52
47	55
47	187
48	36
48	325
48	393
48	42
48	394
48	395
48	209
48	242
48	346
49	325
49	396
49	397
49	398
49	399
49	208
49	400
49	401
49	402
49	403
49	119
49	218
50	98
50	130
50	132
50	72
50	74
50	404
50	87
50	120
50	127
51	407
51	132
51	133
51	72
51	74
51	237
51	405
51	406
51	87
51	408
51	409
51	410
51	127
52	411
52	412
52	413
52	414
52	415
52	416
52	417
52	418
52	419
52	420
52	421
52	422
52	423
52	424
52	425
52	426
52	52
52	70
52	376
53	37
53	391
53	105
53	427
53	428
53	109
53	46
53	429
53	430
53	55
54	96
54	105
54	364
54	46
54	302
54	303
54	431
54	432
54	118
54	185
55	98
55	232
55	377
55	206
55	79
55	433
55	434
55	435
55	436
55	437
55	184
55	185
56	96
56	448
56	100
56	293
56	446
56	72
56	443
56	438
56	439
56	440
56	441
56	442
56	155
56	444
56	445
56	286
56	447
57	158
57	33
57	45
57	449
57	450
57	451
57	452
57	197
57	453
57	454
57	455
57	456
57	457
57	458
57	459
57	460
57	461
57	462
57	463
57	464
57	465
58	36
58	165
58	466
58	467
58	468
58	469
58	470
58	471
58	472
58	473
58	61
59	477
59	354
59	74
59	43
59	52
59	24
59	474
59	475
59	476
59	445
59	478
59	479
60	480
60	481
60	36
60	40
60	141
60	242
61	482
61	67
61	356
61	484
61	483
61	485
61	486
61	487
61	488
61	489
61	490
61	491
61	492
62	96
62	493
62	494
62	47
62	208
62	495
62	210
62	119
63	257
63	227
63	260
63	503
63	487
63	496
63	497
63	498
63	275
63	499
63	500
63	501
63	502
63	26
64	128
64	130
64	135
64	73
64	77
64	80
64	81
64	87
64	58
64	507
65	128
65	512
65	513
65	514
65	515
65	516
65	517
65	518
65	519
65	520
65	521
65	155
65	156
65	419
65	422
65	67
65	508
65	509
65	510
65	511
66	36
66	295
66	392
66	522
66	107
66	523
66	524
66	46
66	525
66	526
66	527
66	528
66	529
66	530
66	55
66	60
67	535
67	42
67	241
67	242
67	531
67	532
67	245
67	533
67	534
67	536
67	537
67	250
67	285
68	66
68	98
68	72
68	74
68	80
68	117
68	22
68	185
68	538
68	539
68	540
68	254
68	127
69	544
69	257
69	541
69	545
69	546
69	542
69	331
69	441
69	13
69	275
69	25
69	28
69	221
69	446
69	543
70	547
70	548
70	549
70	550
70	551
70	552
70	553
70	554
70	171
70	555
70	556
70	557
70	558
70	559
70	126
71	96
71	130
71	133
71	102
71	135
71	171
71	47
71	560
71	561
71	374
71	376
71	254
72	99
72	562
72	563
72	564
72	565
72	566
72	93
72	95
73	133
73	391
73	40
73	105
73	136
73	107
73	46
73	528
73	567
73	568
73	569
73	570
73	571
73	252
73	573
73	572
74	576
74	577
74	578
74	579
74	580
74	581
74	582
74	460
74	119
74	314
74	155
74	220
74	574
74	575
75	134
75	583
75	584
75	75
75	76
75	206
75	79
75	399
75	55
76	199
76	585
76	586
76	587
76	588
76	589
76	303
76	208
76	212
77	70
77	590
77	591
77	592
77	593
77	594
77	595
77	596
77	597
77	598
77	599
77	600
77	601
77	602
77	603
77	604
77	605
77	606
78	159
78	607
78	608
78	609
78	610
78	611
78	612
78	613
78	102
78	614
78	615
78	616
78	106
78	617
78	618
78	619
78	620
78	111
78	621
79	640
79	641
79	642
79	643
79	644
79	645
79	646
79	36
79	44
79	622
79	623
79	624
79	625
79	626
79	627
79	628
79	629
79	630
79	631
79	632
79	633
79	634
79	635
79	636
79	637
79	638
79	639
80	36
80	325
80	647
80	242
80	52
80	347
80	190
81	34
81	648
81	649
81	650
81	651
81	652
81	653
81	654
81	655
81	656
81	210
81	242
81	474
81	252
81	221
82	96
82	208
82	432
82	657
82	658
82	212
82	213
82	659
82	218
82	220
82	125
83	66
83	132
83	74
83	81
83	115
83	372
83	660
83	661
83	87
83	662
83	185
83	127
84	163
84	453
84	614
84	663
84	511
84	45
84	111
84	48
84	54
84	151
84	664
84	665
84	666
84	667
84	668
84	669
84	670
84	159
85	96
85	267
85	301
85	46
85	47
85	303
85	671
85	118
85	55
85	91
85	127
86	672
86	673
86	674
86	675
86	133
87	275
87	541
87	546
87	164
87	676
87	677
87	678
87	679
87	680
87	681
87	682
87	683
87	684
87	685
87	686
87	687
87	688
87	689
87	307
87	224
88	98
88	72
